iteration,reward_mean,length_mean,games,loss
44000,11.5,14.5,8,0.019666422
44500,4.0,7.0,8,0.026251879
45000,9.88,12.88,8,0.026067996
45500,11.75,14.75,8,0.018609852
46000,12.75,15.75,8,0.035547234
46500,13.0,16.0,8,0.02712155
47000,10.38,13.38,8,0.018999781
47500,12.88,15.88,8,0.043269545
48000,14.88,17.88,8,0.01704313
48500,10.38,13.38,8,0.023131976
49000,10.88,13.88,8,0.024716314
49500,10.88,13.88,8,0.02930057
50000,11.12,14.12,8,0.02888449
50500,9.56,12.56,9,0.02450401
51000,12.12,15.12,8,0.03281139
51500,12.88,15.88,8,0.026666664
52000,12.88,15.88,8,0.048822265
52500,12.12,15.12,8,0.014953822
53000,12.38,15.38,8,0.034586042
53500,12.38,15.38,8,0.027096398
54000,14.5,17.5,8,0.018188866
54500,6.62,9.62,8,0.023598637
55000,13.5,16.5,8,0.029791713
55500,10.25,13.25,8,0.01786904
56000,12.88,15.88,8,0.036240995
56500,1.12,4.12,8,0.034666978
57000,15.5,18.5,8,0.013656103
57500,13.38,16.38,8,0.035810363
58000,14.88,17.88,8,0.020416627
58500,11.25,14.25,8,0.017350579
59000,3.0,6.0,8,0.027069945
59500,9.38,12.38,8,0.024564894
60000,12.88,15.88,8,0.027697286
60500,13.38,16.38,8,0.016275637
61000,10.5,13.5,8,0.014508845
61500,15.38,18.38,8,0.015389298
62000,3.25,6.25,8,0.026655298
62500,8.75,11.75,8,0.04932435
63000,13.38,16.38,8,0.013482219
63500,12.62,15.62,8,0.027176455
64000,10.75,13.75,8,0.04725235
64500,11.0,14.0,8,0.045750707
65000,13.12,16.12,8,0.055543724
65500,8.25,11.25,8,0.028234668
66000,13.88,16.88,8,0.0647874
66500,15.5,18.5,8,0.0221875
67000,11.88,14.88,8,0.039994165
67500,9.62,12.62,8,0.026419932
68000,12.0,15.0,8,0.02742081
68500,12.5,15.5,8,0.059607238
69000,3.38,6.38,8,0.017899487
69500,13.62,16.62,8,0.026248824
70000,16.62,19.62,8,0.027675439
70500,16.38,19.38,8,0.024219003
71000,12.88,15.88,8,0.031237438
71500,16.0,19.0,8,0.031906925
72000,10.12,13.12,8,0.015144997
72500,15.75,18.75,8,0.021559505
73000,15.38,18.38,8,0.022664005
73500,13.88,16.88,8,0.020088492
74000,13.62,16.62,8,0.020676443
74500,12.25,15.25,8,0.01960475
75000,9.12,12.12,8,0.010428108
75500,19.0,22.0,8,0.02250385
76000,13.62,16.62,8,0.04755599
76500,17.25,20.25,8,0.021043997
77000,13.75,16.75,8,0.041835263
77500,13.33,16.33,9,0.012854146
78000,11.0,14.0,8,0.032820404
78500,10.0,13.0,9,0.014615029
79000,13.38,16.38,8,0.028919343
79500,15.38,18.38,8,0.03819078
80000,14.88,17.88,8,0.03574446
80500,12.12,15.12,8,0.01996053
81000,13.25,16.25,8,0.037891407
81500,10.67,13.67,9,0.015273038
82000,11.62,14.62,8,0.03609835
82500,15.25,18.25,8,0.017214514
83000,12.5,15.5,8,0.027070474
83500,13.75,16.75,8,0.022401433
84000,10.12,13.12,8,0.035506345
84500,12.5,15.5,8,0.033166304
85000,16.75,19.75,8,0.02096255
85500,16.5,19.5,8,0.045077205
86000,17.75,20.75,8,0.013756871
86500,17.62,20.62,8,0.016306892
87000,15.5,18.5,8,0.030448586
87500,15.75,18.75,8,0.029192831
88000,16.5,19.5,8,0.0335583
88500,15.5,18.5,8,0.03295836
89000,13.5,16.5,8,0.036064345
89500,10.5,13.5,8,0.036340654
90000,15.25,18.25,8,0.027588626
90500,4.75,7.75,8,0.032824546
91000,11.88,14.88,8,0.015649334
91500,6.44,9.44,9,0.048716597
92000,9.62,12.62,8,0.020889794
92500,14.78,17.78,9,0.02346358
93000,18.12,21.12,8,0.029666359
93500,17.38,20.38,8,0.042522624
94000,14.5,17.5,8,0.010722099
94500,14.62,17.62,8,0.021228356
95000,15.38,18.38,8,0.037119165
95500,14.0,17.0,8,0.038050056
96000,10.88,13.88,8,0.033548377
96500,18.38,21.38,8,0.01772201
97000,14.25,17.25,8,0.02128812
97500,10.38,13.38,8,0.032290366
98000,14.88,17.88,8,0.032913644
98500,8.75,11.75,8,0.018659536
99000,13.38,16.38,8,0.029206686
99500,15.88,18.88,8,0.039609037
100000,15.12,18.12,8,0.0396211
100500,13.5,16.5,8,0.020437863
101000,11.88,14.88,8,0.022422861
101500,16.0,19.0,8,0.03951925
102000,13.38,16.38,8,0.042481415
102500,13.0,16.0,8,0.026290849
103000,10.38,13.38,8,0.014749418
103500,14.62,17.62,8,0.02380541
104000,7.75,10.75,8,0.015929498
104500,13.38,16.38,8,0.020971555
105000,16.0,19.0,8,0.03845757
105500,13.62,16.62,8,0.020541076
106000,16.0,19.0,8,0.034350492
106500,18.38,21.38,8,0.029905371
107000,17.75,20.75,8,0.017897137
107500,12.33,15.33,9,0.040823437
108000,16.75,19.75,8,0.03208227
108500,13.25,16.25,8,0.021063302
109000,16.62,19.62,8,0.06346049
109500,14.75,17.75,8,0.017483732
110000,16.0,19.0,8,0.0231871
110500,3.38,6.38,8,0.032667734
111000,13.12,16.12,8,0.02202304
111500,14.0,17.0,8,0.03421393
112000,17.75,20.75,8,0.037901264
112500,15.12,18.12,8,0.014555723
113000,14.38,17.38,8,0.025810875
113500,17.0,20.0,8,0.014908617
114000,15.25,18.25,8,0.030054433
114500,15.0,18.0,8,0.041200627
115000,15.38,18.38,8,0.03922937
115500,19.88,22.88,8,0.02925703
116000,15.62,18.62,8,0.03186291
116500,17.88,20.88,8,0.042504393
117000,15.75,18.75,8,0.016967379
117500,13.25,16.25,8,0.023722237
118000,17.38,20.38,8,0.024203157
118500,16.12,19.12,8,0.019743206
119000,12.88,15.88,8,0.029591925
119500,13.62,16.62,8,0.016948525
120000,14.62,17.62,8,0.02956201
120500,17.12,20.12,8,0.032163203
121000,15.75,18.75,8,0.028181147
121500,12.5,15.5,8,0.016905772
122000,16.5,19.5,8,0.027250424
122500,14.62,17.62,8,0.021899754
123000,14.62,17.62,8,0.043421276
123500,15.0,18.0,8,0.068229415
124000,19.5,22.5,8,0.024033122
124500,13.38,16.38,8,0.019581037
125000,17.12,20.12,8,0.043029524
125500,16.62,19.62,8,0.046769567
126000,18.38,21.38,8,0.023054115
126500,15.75,18.75,8,0.03846366
127000,14.25,17.25,8,0.07572586
127500,18.12,21.12,8,0.013519616
128000,10.0,13.0,8,0.012220688
128500,13.5,16.5,8,0.01679594
129000,17.11,20.11,9,0.03557889
129500,18.62,21.62,8,0.029938586
130000,16.25,19.25,8,0.019297656
130500,13.62,16.62,8,0.020243429
131000,15.25,18.25,8,0.021185974
131500,16.38,19.38,8,0.0153183155
132000,16.88,19.88,8,0.039936393
132500,21.25,24.25,8,0.021326868
133000,21.12,24.12,8,0.021153595
133500,14.75,17.75,8,0.014484493
134000,19.62,22.62,8,0.01780829
134500,17.25,20.25,8,0.053475615
135000,16.38,19.38,8,0.02365337
135500,15.25,18.25,8,0.016549114
136000,12.88,15.88,8,0.026498761
136500,16.0,19.0,8,0.01689548
137000,12.38,15.38,8,0.03999332
137500,15.0,18.0,9,0.0352567
138000,17.0,20.0,8,0.01945217
138500,19.75,22.75,8,0.021651883
139000,15.75,18.75,8,0.030674474
139500,13.0,16.0,8,0.024109535
140000,16.75,19.75,8,0.035304774
140500,14.88,17.88,8,0.013983404
141000,15.88,18.88,8,0.01123272
141500,12.75,15.75,8,0.031250082
142000,18.75,21.75,8,0.023066394
142500,17.75,20.75,8,0.021512974
143000,15.12,18.12,8,0.07464648
143500,17.75,20.75,8,0.027877994
144000,16.0,19.0,8,0.032875
144500,13.25,16.25,8,0.017908402
145000,16.75,19.75,8,0.020314597
145500,17.12,20.12,8,0.02775957
146000,19.67,22.67,9,0.028938273
146500,18.62,21.62,8,0.017878572
147000,12.75,15.75,8,0.01640268
147500,14.12,17.12,8,0.015202582
148000,15.75,18.75,8,0.020295145
148500,15.12,18.12,8,0.02613174
149000,20.88,23.88,8,0.019930061
149500,14.62,17.62,8,0.018637877
150000,17.75,20.75,8,0.04379173
150500,15.88,18.88,8,0.022631148
151000,20.62,23.62,8,0.029482272
151500,20.75,23.75,8,0.010759037
152000,13.0,16.0,8,0.010217877
152500,15.0,18.0,8,0.030216228
153000,19.12,22.12,8,0.0358112
153500,14.0,17.0,8,0.011736946
154000,12.12,15.12,8,0.027814342
154500,17.5,20.5,8,0.012892823
155000,11.88,14.88,8,0.019013103
155500,20.0,23.0,8,0.022725563
156000,16.5,19.5,8,0.016092878
156500,16.0,19.0,9,0.0151080005
157000,18.75,21.75,8,0.04694193
157500,17.12,20.12,8,0.023114912
158000,13.38,16.38,8,0.011156819
158500,17.12,20.12,8,0.018942578
159000,17.25,20.25,8,0.03634929
159500,16.38,19.38,8,0.02883729
160000,16.62,19.62,8,0.011603156
160500,17.12,20.12,8,0.047379512
161000,17.12,20.12,8,0.03753992
161500,19.62,22.62,8,0.016235327
162000,16.5,19.5,8,0.04763394
162500,19.25,22.25,8,0.028936343
163000,15.25,18.25,8,0.018096933
163500,17.62,20.62,8,0.022584576
164000,16.75,19.75,8,0.016595332
164500,12.9,15.9,10,0.029834528
165000,21.0,24.0,8,0.024827292
165500,21.12,24.12,8,0.035887625
166000,15.88,18.88,8,0.01075791
166500,14.75,17.75,8,0.019168446
167000,12.88,15.88,8,0.012226854
167500,17.88,20.88,8,0.019437436
168000,14.38,17.38,8,0.033442084
168500,9.75,12.75,8,0.015160445
169000,19.38,22.38,8,0.020778583
169500,19.25,22.25,8,0.013658933
170000,14.38,17.38,8,0.03954775
170500,14.88,17.88,8,0.02127238
171000,18.5,21.5,8,0.026258431
171500,16.75,19.75,8,0.0261149
172000,15.75,18.75,8,0.023683015
172500,13.38,16.38,8,0.022956874
173000,15.38,18.38,8,0.018248081
173500,17.25,20.25,8,0.030193793
174000,21.38,24.38,8,0.016493332
174500,19.5,22.5,8,0.020662218
175000,23.5,26.5,8,0.02465355
175500,14.25,17.25,8,0.02979683
176000,15.0,18.0,8,0.019587852
176500,16.12,19.12,8,0.022022502
177000,19.5,22.5,8,0.045189474
177500,11.25,14.25,8,0.028096035
178000,19.75,22.75,8,0.05153829
178500,17.62,20.62,8,0.04676278
179000,14.62,17.62,8,0.03650876
179500,15.25,18.25,8,0.026118506
180000,21.5,24.5,8,0.040234298
180500,19.62,22.62,8,0.015101815
181000,18.5,21.5,8,0.050964728
181500,17.62,20.62,8,0.011803613
182000,19.5,22.5,8,0.025166495
182500,17.75,20.75,8,0.023081431
183000,20.88,23.88,8,0.01843136
183500,17.12,20.12,8,0.01208528
184000,20.12,23.12,8,0.029436236
184500,20.5,23.5,8,0.02532762
185000,17.38,20.38,8,0.013962762
185500,19.12,22.12,8,0.06924731
186000,14.5,17.5,8,0.013258399
186500,20.12,23.12,8,0.04749662
187000,18.25,21.25,8,0.029671822
187500,19.0,22.0,8,0.03053885
188000,14.62,17.62,8,0.036925726
188500,20.75,23.75,8,0.020536048
189000,20.12,23.12,8,0.019627955
189500,17.0,20.0,8,0.01681502
190000,16.12,19.12,8,0.011181123
190500,14.0,17.0,8,0.02721377
191000,20.5,23.5,8,0.02154279
191500,19.38,22.38,8,0.03405272
192000,20.25,23.25,8,0.014289257
192500,19.0,22.0,8,0.043851927
193000,9.5,12.5,8,0.029515872
193500,22.0,25.0,8,0.012439984
194000,20.12,23.12,8,0.011579696
194500,18.25,21.25,8,0.015775628
195000,20.0,23.0,8,0.01718694
195500,13.25,16.25,8,0.05823444
196000,20.62,23.62,8,0.014870262
196500,17.5,20.5,8,0.017736144
197000,22.62,25.62,8,0.018222814
197500,19.25,22.25,8,0.016519185
198000,20.0,23.0,8,0.023202572
198500,20.62,23.62,8,0.018767435
199000,16.12,19.12,8,0.012657276
199500,19.88,22.88,8,0.011262396
200000,19.0,22.0,8,0.023362685
