iteration,reward_mean,length_mean,games,loss
84000,-1.0,2.0,9,0.041871853
84500,-0.9,2.1,10,0.04472221
85000,-1.0,2.0,8,0.03686268
85500,-0.9,2.1,10,0.03125803
86000,-1.0,2.0,9,0.028455116
86500,-1.0,2.0,10,0.038394097
87000,-1.0,2.0,10,0.039524835
87500,-1.0,2.0,8,0.025798693
88000,-1.0,2.0,10,0.02814664
88500,-0.9,2.1,10,0.032105535
89000,-1.0,2.0,8,0.031215604
89500,-1.0,2.0,9,0.028841821
90000,-0.75,2.25,8,0.034475286
90500,-1.0,2.0,9,0.034977883
91000,-1.0,2.0,8,0.02884427
91500,-0.88,2.12,8,0.027782835
92000,-1.0,2.0,8,0.029311059
92500,-1.0,2.0,8,0.03367578
93000,-1.0,2.0,9,0.03552009
93500,-1.0,2.0,8,0.042696573
94000,-0.89,2.11,9,0.044017114
94500,-0.64,2.36,11,0.028894747
95000,-0.9,2.1,10,0.026032712
95500,-1.0,2.0,9,0.029236507
96000,-1.0,2.0,8,0.02297432
96500,-0.88,2.12,8,0.027345683
97000,-1.0,2.0,10,0.03905122
97500,-0.91,2.09,11,0.025385685
98000,-0.89,2.11,9,0.02589044
98500,-1.0,2.0,8,0.02688476
99000,-0.88,2.12,8,0.041562647
99500,-1.0,2.0,8,0.02828145
100000,-1.0,2.0,11,0.0106546655
100500,-0.89,2.11,9,0.030529428
101000,-1.0,2.0,8,0.03797388
101500,-1.0,2.0,8,0.025343247
102000,-0.89,2.11,9,0.031453785
102500,-0.89,2.11,9,0.036818746
103000,-0.88,2.12,8,0.03683965
103500,-1.0,2.0,9,0.028149132
104000,-0.75,2.25,8,0.035373703
104500,-0.88,2.12,8,0.026978772
105000,-1.0,2.0,9,0.038491704
105500,-1.0,2.0,8,0.029271238
106000,-1.0,2.0,9,0.036826424
106500,-1.0,2.0,9,0.053942733
107000,-1.0,2.0,8,0.051383995
107500,-0.89,2.11,9,0.027733076
108000,-1.0,2.0,8,0.03802003
108500,-1.0,2.0,8,0.028452698
109000,-1.0,2.0,8,0.033619806
109500,-1.0,2.0,8,0.026083888
110000,-0.88,2.12,8,0.03863249
110500,-1.0,2.0,8,0.03343253
111000,-0.8,2.2,10,0.0428009
111500,-0.88,2.12,8,0.027323995
112000,-0.78,2.22,9,0.03253694
112500,-1.0,2.0,9,0.023000542
113000,-0.89,2.11,9,0.029708296
113500,-0.89,2.11,9,0.023752835
114000,-0.9,2.1,10,0.05073093
114500,-1.0,2.0,8,0.032107823
115000,-1.0,2.0,11,0.042038992
115500,-0.89,2.11,9,0.03408914
116000,-0.92,2.08,12,0.035950422
116500,-0.88,2.12,8,0.02614931
117000,-1.0,2.0,8,0.027303882
117500,-1.0,2.0,8,0.033644095
118000,-1.0,2.0,8,0.033209577
118500,-0.67,2.33,9,0.019790355
119000,-1.0,2.0,9,0.02773729
119500,-0.89,2.11,9,0.0241625
120000,-1.0,2.0,8,0.045226842
120500,-1.0,2.0,9,0.02104349
121000,-1.0,2.0,9,0.030817281
121500,-0.9,2.1,10,0.02452255
122000,-1.0,2.0,8,0.044634342
122500,-0.88,2.12,8,0.019045305
123000,-1.0,2.0,11,0.03998337
123500,-0.88,2.12,8,0.024499906
124000,-1.0,2.0,8,0.016658101
124500,-0.9,2.1,10,0.039002396
125000,-0.88,2.12,8,0.037263654
125500,-1.0,2.0,10,0.02618235
126000,-1.0,2.0,10,0.026872603
126500,-0.9,2.1,10,0.029347472
127000,-0.9,2.1,10,0.031241706
127500,-1.0,2.0,8,0.028432379
128000,-1.0,2.0,9,0.034989692
128500,-1.0,2.0,9,0.024049755
129000,-1.0,2.0,8,0.026468836
129500,-1.0,2.0,11,0.036469854
130000,-1.0,2.0,10,0.030132337
130500,-1.0,2.0,8,0.03881011
131000,-1.0,2.0,8,0.035981655
131500,-1.0,2.0,8,0.04164843
132000,-1.0,2.0,8,0.018271463
132500,-1.0,2.0,9,0.03166611
133000,-1.0,2.0,8,0.038359195
133500,-1.0,2.0,8,0.03771689
134000,-1.0,2.0,11,0.028160477
134500,-1.0,2.0,9,0.027319418
135000,-1.0,2.0,10,0.036414173
135500,-0.89,2.11,9,0.021750672
136000,-1.0,2.0,8,0.028801315
136500,-0.89,2.11,9,0.03364315
137000,-1.0,2.0,8,0.026159003
137500,-1.0,2.0,8,0.030644488
138000,-1.0,2.0,9,0.029362516
138500,-0.9,2.1,10,0.03089943
139000,-0.89,2.11,9,0.015410748
139500,-1.0,2.0,9,0.04759445
140000,-1.0,2.0,9,0.03881757
140500,-1.0,2.0,8,0.020674597
141000,-0.89,2.11,9,0.032902427
141500,-1.0,2.0,10,0.028161317
142000,-0.88,2.12,8,0.04205188
142500,-1.0,2.0,9,0.02817405
143000,-0.9,2.1,10,0.02736295
143500,-1.0,2.0,10,0.039925613
144000,-1.0,2.0,8,0.04169596
144500,-1.0,2.0,9,0.030125858
145000,-1.0,2.0,9,0.044324636
145500,-1.0,2.0,8,0.02533012
146000,-1.0,2.0,8,0.027720112
146500,-1.0,2.0,8,0.024466868
147000,-0.88,2.12,8,0.022530066
147500,-1.0,2.0,8,0.031249603
148000,-0.89,2.11,9,0.03484974
148500,-1.0,2.0,8,0.050266847
149000,-1.0,2.0,9,0.022198705
149500,-1.0,2.0,11,0.028644234
150000,-1.0,2.0,9,0.02408224
150500,-1.0,2.0,8,0.024515204
151000,-1.0,2.0,8,0.03359056
151500,-0.9,2.1,10,0.038428433
152000,-1.0,2.0,8,0.032042917
152500,-0.89,2.11,9,0.03317775
153000,-0.9,2.1,10,0.034849875
153500,-1.0,2.0,8,0.02013506
154000,-0.89,2.11,9,0.046028264
154500,-1.0,2.0,8,0.03176213
155000,-0.88,2.12,8,0.033199057
155500,-1.0,2.0,10,0.02813471
156000,-1.0,2.0,11,0.0340653
156500,-0.89,2.11,9,0.0321683
157000,-1.0,2.0,9,0.041207574
157500,-1.0,2.0,8,0.038370732
158000,-1.0,2.0,8,0.037955076
158500,-1.0,2.0,8,0.039706245
159000,-0.89,2.11,9,0.04793221
159500,-1.0,2.0,8,0.02501468
160000,-1.0,2.0,9,0.027811896
160500,-1.0,2.0,9,0.028189767
161000,-1.0,2.0,11,0.037136182
161500,-1.0,2.0,9,0.04286403
162000,-0.9,2.1,10,0.036845557
162500,-1.0,2.0,10,0.027311906
163000,-0.88,2.12,8,0.030846702
163500,-0.7,2.3,10,0.036393233
164000,-1.0,2.0,9,0.023480449
164500,-0.9,2.1,10,0.028510725
165000,-1.0,2.0,9,0.018237751
165500,-1.0,2.0,9,0.0233983
166000,-1.0,2.0,8,0.031741608
166500,-0.88,2.12,8,0.026654825
167000,-0.9,2.1,10,0.03214569
167500,-1.0,2.0,8,0.038816303
168000,-1.0,2.0,8,0.027734043
168500,-1.0,2.0,9,0.032077998
169000,-0.8,2.2,10,0.022567218
169500,-1.0,2.0,8,0.026461208
170000,-1.0,2.0,10,0.02579442
170500,-1.0,2.0,8,0.0359843
171000,-1.0,2.0,9,0.041648604
171500,-1.0,2.0,9,0.020789016
172000,-0.9,2.1,10,0.022128576
172500,-1.0,2.0,8,0.026879735
173000,-1.0,2.0,10,0.032787073
173500,-1.0,2.0,9,0.03836576
174000,-0.89,2.11,9,0.020181715
174500,-1.0,2.0,9,0.031652685
175000,-0.88,2.12,8,0.02644033
175500,-0.92,2.08,13,0.037526697
176000,-1.0,2.0,8,0.041926526
176500,-1.0,2.0,10,0.04439822
177000,-1.0,2.0,8,0.03527512
177500,-1.0,2.0,10,0.032477796
178000,-1.0,2.0,10,0.03602077
178500,-1.0,2.0,8,0.02927029
179000,-1.0,2.0,8,0.02047326
179500,-1.0,2.0,8,0.02658005
180000,-0.88,2.12,8,0.030148007
180500,-1.0,2.0,8,0.014459665
181000,-1.0,2.0,9,0.034472983
181500,-1.0,2.0,8,0.023415178
182000,-1.0,2.0,8,0.034501087
182500,-1.0,2.0,8,0.02728775
183000,-0.92,2.08,12,0.042678
183500,-0.9,2.1,10,0.015436186
184000,-1.0,2.0,8,0.02844081
184500,-1.0,2.0,8,0.03163539
185000,-0.9,2.1,10,0.015857935
185500,-1.0,2.0,9,0.044728674
186000,-1.0,2.0,9,0.03410812
186500,-1.0,2.0,9,0.034721453
187000,-1.0,2.0,8,0.019789882
187500,-0.89,2.11,9,0.028407995
188000,-0.88,2.12,8,0.040778287
188500,-1.0,2.0,8,0.031014415
189000,-0.78,2.22,9,0.04314474
189500,-1.0,2.0,8,0.029273082
190000,-1.0,2.0,11,0.023003379
190500,-1.0,2.0,9,0.035624817
191000,-1.0,2.0,9,0.023396006
191500,-1.0,2.0,9,0.034039933
192000,-1.0,2.0,9,0.02256187
192500,-1.0,2.0,8,0.029702261
193000,-1.0,2.0,10,0.032111146
193500,-1.0,2.0,8,0.030153854
194000,-0.89,2.11,9,0.029239321
194500,-1.0,2.0,9,0.038919024
195000,-1.0,2.0,10,0.038003176
195500,-1.0,2.0,9,0.03168174
196000,-1.0,2.0,8,0.02927307
196500,-1.0,2.0,8,0.028257152
197000,-1.0,2.0,9,0.035308912
197500,-1.0,2.0,10,0.027104296
198000,-1.0,2.0,8,0.022102945
198500,-0.9,2.1,10,0.04627455
199000,-1.0,2.0,9,0.03167406
199500,-0.78,2.22,9,0.043589614
200000,-1.0,2.0,10,0.03602244
